Date;Workout Name;Exercise Name;Set Order;Weight;Weight Unit;Reps;RPE;Distance;Distance Unit;Seconds;Notes;Workout Notes;Workout Duration
2022-01-14 09:15:35;"Morning Workout";"Reverse Fly (Machine)";1;40;kg;10;;;;0;"";"";23h 57m
2022-01-14 09:15:35;"Morning Workout";"Reverse Fly (Machine)";2;40;kg;10;;;;0;;;23h 57m
2022-01-14 09:15:35;"Morning Workout";"Reverse Fly (Machine)";3;40;kg;10;;;;0;;;23h 57m
2022-01-14 09:15:35;"Morning Workout";"Reverse Fly (Machine)";4;61;kg;10;;;;0;;;23h 57m
2022-01-14 09:15:35;"Morning Workout";"Reverse Fly (Machine)";5;54;kg;9;;;;0;;;23h 57m
2022-01-14 09:15:35;"Morning Workout";"Reverse Fly (Machine)";6;54;kg;8;;;;0;;;23h 57m
2022-01-14 09:15:35;"Morning Workout";"Reverse Fly (Machine)";7;54;kg;8;;;;0;;;23h 57m
2022-01-14 09:15:35;"Morning Workout";"Lateral Raise (Dumbbell)";1;6;kg;10;;;;0;"";;23h 57m
2022-01-14 09:15:35;"Morning Workout";"Lateral Raise (Dumbbell)";2;10;kg;8;;;;0;;;23h 57m
2022-01-14 09:15:35;"Morning Workout";"Lateral Raise (Dumbbell)";3;10;kg;10;;;;0;;;23h 57m
2022-01-14 09:15:35;"Morning Workout";"Lateral Raise (Dumbbell)";4;10;kg;10;;;;0;;;23h 57m
2022-01-14 09:15:35;"Morning Workout";"Lateral Raise (Dumbbell)";5;10;kg;10;;;;0;;;23h 57m
2022-01-14 09:15:35;"Morning Workout";"Lateral Raise (Dumbbell)";6;12;kg;10;;;;0;;;23h 57m
2022-01-14 09:15:35;"Morning Workout";"Chest Dip";1;;;8;;;;0;"";;23h 57m
2022-01-14 09:15:35;"Morning Workout";"Chest Dip";2;;;7;;;;0;;;23h 57m
2022-01-14 09:15:35;"Morning Workout";"Chest Dip";3;;;6;;;;0;;;23h 57m
2022-01-14 09:15:35;"Morning Workout";"Chest Dip";4;;;8;;;;0;;;23h 57m
2022-01-14 09:15:35;"Morning Workout";"Chest Dip";5;;;7;;;;0;;;23h 57m
2022-01-14 09:15:35;"Morning Workout";"Front Raise (Barbell)";1;10;kg;10;;;;0;"";;23h 57m
2022-01-14 09:15:35;"Morning Workout";"Front Raise (Barbell)";2;15;kg;10;;;;0;;;23h 57m
2022-01-14 09:15:35;"Morning Workout";"Front Raise (Barbell)";3;15;kg;10;;;;0;;;23h 57m
2022-01-14 09:15:35;"Morning Workout";"Front Raise (Barbell)";4;15;kg;10;;;;0;;;23h 57m
2022-01-14 09:15:35;"Morning Workout";"Front Raise (Barbell)";5;15;kg;10;;;;0;;;23h 57m
2022-01-14 09:15:35;"Morning Workout";"Triceps Pushdown (Cable - Straight Bar)";1;23.75;kg;9;;;;0;"";;23h 57m
2022-01-14 09:15:35;"Morning Workout";"Triceps Pushdown (Cable - Straight Bar)";2;23.75;kg;8;;;;0;;;23h 57m
2022-01-14 09:15:35;"Morning Workout";"Triceps Pushdown (Cable - Straight Bar)";3;23.75;kg;8;;;;0;;;23h 57m
2022-01-14 09:15:35;"Morning Workout";"Triceps Pushdown (Cable - Straight Bar)";4;23.75;kg;7;;;;0;;;23h 57m
2022-01-14 09:15:35;"Morning Workout";"Standing Calf Raise (Machine)";1;53;kg;1;;;;0;"";;23h 57m
2022-01-14 09:15:35;"Morning Workout";"Cable Crunch";1;28;kg;12;;;;0;"";;23h 57m
2022-01-14 09:15:35;"Morning Workout";"Cable Crunch";2;33.75;kg;12;;;;0;;;23h 57m
2022-01-14 09:15:35;"Morning Workout";"Cable Crunch";3;36.28;kg;12;;;;0;;;23h 57m
2022-01-14 09:15:35;"Morning Workout";"Cable Crunch";4;36.28;kg;8;;;;0;;;23h 57m
2022-01-14 09:15:35;"Morning Workout";"Cable Crunch";5;38.75;kg;10;;;;0;;;23h 57m
2022-01-14 09:15:35;"Morning Workout";"Cable Crunch";6;38.75;kg;12;;;;0;;;23h 57m
2022-01-15 09:14:20;"Morning Workout";"Lat Pulldown (Cable)";1;35;kg;12;;;;0;"";"";2h 11m
2022-01-15 09:14:20;"Morning Workout";"Lat Pulldown (Cable)";2;45;kg;12;;;;0;;;2h 11m
2022-01-15 09:14:20;"Morning Workout";"Lat Pulldown (Cable)";3;75;kg;10;;;;0;;;2h 11m
2022-01-15 09:14:20;"Morning Workout";"Lat Pulldown (Cable)";4;75;kg;10;;;;0;;;2h 11m
2022-01-15 09:14:20;"Morning Workout";"Lat Pulldown (Cable)";5;75;kg;10;;;;0;;;2h 11m
2022-01-15 09:14:20;"Morning Workout";"Lat Pulldown (Cable)";6;75;kg;10;;;;0;;;2h 11m
2022-01-15 09:14:20;"Morning Workout";"Lat Pulldown (Cable)";7;75;kg;9;;;;0;;;2h 11m
2022-01-15 09:14:20;"Morning Workout";"Lat Pulldown (Cable)";8;75;kg;9;;;;0;;;2h 11m
2022-01-15 09:14:20;"Morning Workout";"Lat Pulldown (Cable)";9;75;kg;9;;;;0;;;2h 11m
2022-01-15 09:14:20;"Morning Workout";"Lat Pulldown (Cable)";10;75;kg;8;;;;0;;;2h 11m
2022-01-15 09:14:20;"Morning Workout";"Seated Row (Cable)";1;30.5;kg;8;;;;0;"";;2h 11m
2022-01-15 09:14:20;"Morning Workout";"Seated Row (Cable)";2;27;kg;8;;;;0;;;2h 11m
2022-01-15 09:14:20;"Morning Workout";"Seated Row (Cable)";3;27;kg;8;;;;0;;;2h 11m
2022-01-15 09:14:20;"Morning Workout";"Seated Row (Cable)";4;27;kg;9;;;;0;;;2h 11m
2022-01-15 09:14:20;"Morning Workout";"Seated Row (Cable)";5;30.5;kg;8;;;;0;;;2h 11m
2022-01-15 09:14:20;"Morning Workout";"Bent Over Row (Dumbbell)";1;12;kg;10;;;;0;"";;2h 11m
2022-01-15 09:14:20;"Morning Workout";"Bent Over Row (Dumbbell)";2;12;kg;10;;;;0;;;2h 11m
2022-01-15 09:14:20;"Morning Workout";"Bent Over Row (Dumbbell)";3;12;kg;10;;;;0;;;2h 11m
2022-01-15 09:14:20;"Morning Workout";"Bent Over Row (Dumbbell)";4;12;kg;10;;;;0;;;2h 11m
2022-01-15 09:14:20;"Morning Workout";"Bent Over Row (Barbell)";1;60;kg;6;;;;0;"";;2h 11m
2022-01-15 09:14:20;"Morning Workout";"Bent Over Row (Barbell)";2;60;kg;6;;;;0;;;2h 11m
2022-01-15 09:14:20;"Morning Workout";"Bent Over Row (Barbell)";3;60;kg;6;;;;0;;;2h 11m
2022-01-15 09:14:20;"Morning Workout";"Bent Over Row (Barbell)";4;60;kg;7;;;;0;;;2h 11m
2022-01-15 09:14:20;"Morning Workout";"Deadlift (Barbell)";1;100;kg;6;;;;0;"";;2h 11m
2022-01-15 09:14:20;"Morning Workout";"Deadlift (Barbell)";2;100;kg;6;;;;0;;;2h 11m
2022-01-15 09:14:20;"Morning Workout";"Deadlift (Barbell)";3;100;kg;6;;;;0;;;2h 11m
2022-01-15 09:14:20;"Morning Workout";"Deadlift (Barbell)";4;100;kg;8;;;;0;;;2h 11m
2022-01-15 09:14:20;"Morning Workout";"Pullover (Dumbbell)";1;24;kg;10;;;;0;"";;2h 11m
2022-01-15 09:14:20;"Morning Workout";"Pullover (Dumbbell)";2;24;kg;5;;;;0;;;2h 11m
2022-01-17 09:44:54;"Morning Workout";"Chest Press (Machine)";1;10;kg;20;;;;0;"";"";6h 9m
2022-01-17 09:44:54;"Morning Workout";"Chest Press (Machine)";2;8;kg;30;;;;0;;;6h 9m
2022-01-17 09:44:54;"Morning Workout";"Chest Press (Machine)";3;8;kg;40;;;;0;;;6h 9m
2022-01-17 09:44:54;"Morning Workout";"Chest Press (Machine)";4;8;kg;45;;;;0;;;6h 9m
2022-01-17 09:44:54;"Morning Workout";"Chest Press (Machine)";5;8;kg;45;;;;0;;;6h 9m
2022-01-17 09:44:54;"Morning Workout";"Chest Press (Machine)";6;8;kg;45;;;;0;;;6h 9m
2022-01-17 09:44:54;"Morning Workout";"Chest Press (Machine)";7;7;kg;50;;;;0;;;6h 9m
2022-01-17 09:44:54;"Morning Workout";"Incline Bench Press (Barbell)";1;40;kg;6;;;;0;"";;6h 9m
2022-01-17 09:44:54;"Morning Workout";"Incline Bench Press (Barbell)";2;60;kg;6;;;;0;;;6h 9m
2022-01-17 09:44:54;"Morning Workout";"Incline Bench Press (Barbell)";3;70;kg;5;;;;0;;;6h 9m
2022-01-17 09:44:54;"Morning Workout";"Incline Bench Press (Barbell)";4;65;kg;6;;;;0;;;6h 9m
2022-01-17 09:44:54;"Morning Workout";"Incline Bench Press (Barbell)";5;65;kg;6;;;;0;;;6h 9m
2022-01-17 09:44:54;"Morning Workout";"Incline Bench Press (Dumbbell)";1;30;kg;8;;;;0;"";;6h 9m
2022-01-17 09:44:54;"Morning Workout";"Incline Bench Press (Dumbbell)";2;30;kg;8;;;;0;;;6h 9m
2022-01-17 09:44:54;"Morning Workout";"Incline Bench Press (Dumbbell)";3;30;kg;8;;;;0;;;6h 9m
2022-01-17 09:44:54;"Morning Workout";"Incline Bench Press (Dumbbell)";4;24;kg;4;;;;0;;;6h 9m
2022-01-17 09:44:54;"Morning Workout";"Incline Bench Press (Dumbbell)";5;18;kg;3;;;;0;;;6h 9m
2022-01-17 09:44:54;"Morning Workout";"Chest Dip";1;0;kg;8;;;;0;"";;6h 9m
2022-01-17 09:44:54;"Morning Workout";"Chest Dip";2;0;kg;7;;;;0;;;6h 9m
2022-01-17 09:44:54;"Morning Workout";"Chest Dip";3;0;kg;7;;;;0;;;6h 9m
2022-01-17 09:44:54;"Morning Workout";"Chest Dip";4;0;kg;7;;;;0;;;6h 9m
2022-01-17 09:44:54;"Morning Workout";"Reverse Fly (Machine)";1;33;kg;8;;;;0;"";;6h 9m
2022-01-17 09:44:54;"Morning Workout";"Reverse Fly (Machine)";2;40;kg;9;;;;0;;;6h 9m
2022-01-17 09:44:54;"Morning Workout";"Reverse Fly (Machine)";3;61;kg;12;;;;0;;;6h 9m
2022-01-17 09:44:54;"Morning Workout";"Reverse Fly (Machine)";4;61;kg;12;;;;0;;;6h 9m
2022-01-17 09:44:54;"Morning Workout";"Reverse Fly (Machine)";5;61;kg;12;;;;0;;;6h 9m
2022-01-17 09:44:54;"Morning Workout";"Reverse Fly (Machine)";6;61;kg;12;;;;0;;;6h 9m
2022-01-17 09:44:54;"Morning Workout";"Lateral Raise (Dumbbell)";1;9;kg;12;;;;0;"";;6h 9m
2022-01-17 09:44:54;"Morning Workout";"Lateral Raise (Dumbbell)";2;9;kg;12;;;;0;;;6h 9m
2022-01-17 09:44:54;"Morning Workout";"Lateral Raise (Dumbbell)";3;9;kg;12;;;;0;;;6h 9m
2022-01-17 09:44:54;"Morning Workout";"Lateral Raise (Dumbbell)";4;9;kg;10;;;;0;;;6h 9m
2022-01-18 09:15:01;"Morning Workout";"Hip Adductor (Machine)";1;65;kg;10;;;;0;"";"";3h 29m
2022-01-18 09:15:01;"Morning Workout";"Hip Adductor (Machine)";2;95;kg;10;;;;0;;;3h 29m
2022-01-18 09:15:01;"Morning Workout";"Hip Adductor (Machine)";3;145;kg;10;;;;0;;;3h 29m
2022-01-18 09:15:01;"Morning Workout";"Hip Adductor (Machine)";4;145;kg;10;;;;0;;;3h 29m
2022-01-18 09:15:01;"Morning Workout";"Hip Adductor (Machine)";5;145;kg;10;;;;0;;;3h 29m
2022-01-18 09:15:01;"Morning Workout";"Hip Adductor (Machine)";6;145;kg;10;;;;0;;;3h 29m
2022-01-18 09:15:01;"Morning Workout";"Glute Kickback (Machine)";1;37.5;kg;10;;;;0;"";;3h 29m
2022-01-18 09:15:01;"Morning Workout";"Glute Kickback (Machine)";2;97.5;kg;10;;;;0;;;3h 29m
2022-01-18 09:15:01;"Morning Workout";"Glute Kickback (Machine)";3;77.5;kg;10;;;;0;;;3h 29m
2022-01-18 09:15:01;"Morning Workout";"Glute Kickback (Machine)";4;77.5;kg;10;;;;0;;;3h 29m
2022-01-18 09:15:01;"Morning Workout";"Glute Kickback (Machine)";5;77.5;kg;10;;;;0;;;3h 29m
2022-01-18 09:15:01;"Morning Workout";"Squat (Barbell)";1;20;kg;10;;;;0;"";;3h 29m
2022-01-18 09:15:01;"Morning Workout";"Squat (Barbell)";2;60;kg;10;;;;0;;;3h 29m
2022-01-18 09:15:01;"Morning Workout";"Squat (Barbell)";3;60;kg;10;;;;0;;;3h 29m
2022-01-18 09:15:01;"Morning Workout";"Squat (Barbell)";4;60;kg;9;;;;0;;;3h 29m
2022-01-18 09:15:01;"Morning Workout";"Leg Press";1;120;kg;8;;;;0;"";;3h 29m
2022-01-18 09:15:01;"Morning Workout";"Leg Press";2;160;kg;8;;;;0;;;3h 29m
2022-01-18 09:15:01;"Morning Workout";"Leg Press";3;160;kg;8;;;;0;;;3h 29m
2022-01-18 09:15:01;"Morning Workout";"Leg Press";4;120;kg;8;;;;0;;;3h 29m
2022-01-18 09:15:01;"Morning Workout";"Leg Press";5;80;kg;8;;;;0;;;3h 29m
2022-01-18 09:15:01;"Morning Workout";"Leg Extension (Machine)";1;120;kg;10;;;;0;"";;3h 29m
2022-01-18 09:15:01;"Morning Workout";"Leg Extension (Machine)";2;120;kg;9;;;;0;;;3h 29m
2022-01-18 09:15:01;"Morning Workout";"Leg Extension (Machine)";3;120;kg;9;;;;0;;;3h 29m
2022-01-18 09:15:01;"Morning Workout";"Lying Leg Curl (Machine)";1;49;kg;15;;;;0;"";;3h 29m
2022-01-18 09:15:01;"Morning Workout";"Lying Leg Curl (Machine)";2;42;kg;12;;;;0;;;3h 29m
2022-01-18 09:15:01;"Morning Workout";"Lying Leg Curl (Machine)";3;42;kg;9;;;;0;;;3h 29m
2022-01-18 09:15:01;"Morning Workout";"Lying Leg Curl (Machine)";4;42;kg;9;;;;0;;;3h 29m
2022-01-18 09:15:01;"Morning Workout";"Standing Calf Raise (Machine)";1;70;kg;12;;;;0;"";;3h 29m
2022-01-18 09:15:01;"Morning Workout";"Standing Calf Raise (Machine)";2;105;kg;10;;;;0;;;3h 29m
2022-01-18 09:15:01;"Morning Workout";"Standing Calf Raise (Machine)";3;105;kg;10;;;;0;;;3h 29m
2022-01-18 09:15:01;"Morning Workout";"Standing Calf Raise (Machine)";4;105;kg;10;;;;0;;;3h 29m
2022-01-18 09:15:01;"Morning Workout";"Standing Calf Raise (Machine)";5;105;kg;10;;;;0;;;3h 29m
2022-01-19 08:15:47;"Morning Workout";"Seated Row (Cable)";1;23.5;kg;12;;;;0;"";"";9h 4m
2022-01-19 08:15:47;"Morning Workout";"Seated Row (Cable)";2;27;kg;8;;;;0;;;9h 4m
2022-01-19 08:15:47;"Morning Workout";"Seated Row (Cable)";3;30.5;kg;8;;;;0;;;9h 4m
2022-01-19 08:15:47;"Morning Workout";"Seated Row (Cable)";4;34;kg;8;;;;0;;;9h 4m
2022-01-19 08:15:47;"Morning Workout";"Seated Row (Cable)";5;34;kg;9;;;;0;;;9h 4m
2022-01-19 08:15:47;"Morning Workout";"Seated Row (Cable)";6;34;kg;9;;;;0;;;9h 4m
2022-01-19 08:15:47;"Morning Workout";"Row (Smith Machine)";1;9;kg;10;;;;0;"";;9h 4m
2022-01-19 08:15:47;"Morning Workout";"Row (Smith Machine)";2;49;kg;8;;;;0;;;9h 4m
2022-01-19 08:15:47;"Morning Workout";"Row (Smith Machine)";3;69;kg;8;;;;0;;;9h 4m
2022-01-19 08:15:47;"Morning Workout";"Row (Smith Machine)";4;69;kg;8;;;;0;;;9h 4m
2022-01-19 08:15:47;"Morning Workout";"Row (Smith Machine)";5;69;kg;8;;;;0;;;9h 4m
2022-01-19 08:15:47;"Morning Workout";"Pull through";1;21.25;kg;10;;;;0;"";;9h 4m
2022-01-19 08:15:47;"Morning Workout";"Pull through";2;26.25;kg;10;;;;0;;;9h 4m
2022-01-19 08:15:47;"Morning Workout";"Pull through";3;28.75;kg;10;;;;0;;;9h 4m
2022-01-19 08:15:47;"Morning Workout";"Pull through";4;28.75;kg;10;;;;0;;;9h 4m
2022-01-19 08:15:47;"Morning Workout";"Pull through";5;28.75;kg;8;;;;0;;;9h 4m
2022-01-19 08:15:47;"Morning Workout";"Slow Deadlift";1;20;kg;12;;;;0;"";;9h 4m
2022-01-19 08:15:47;"Morning Workout";"Slow Deadlift";2;100;kg;3;;;;0;;;9h 4m
2022-01-19 08:15:47;"Morning Workout";"Slow Deadlift";3;100;kg;8;;;;0;;;9h 4m
2022-01-19 08:15:47;"Morning Workout";"Slow Deadlift";4;100;kg;8;;;;0;;;9h 4m
2022-01-19 08:15:47;"Morning Workout";"Slow Deadlift";5;100;kg;8;;;;0;;;9h 4m
2022-01-19 08:15:47;"Morning Workout";"Lat Pulldown (Cable)";1;75;kg;8;;;;0;"";;9h 4m
2022-01-19 08:15:47;"Morning Workout";"Lat Pulldown (Cable)";2;75;kg;8;;;;0;;;9h 4m
2022-01-19 08:15:47;"Morning Workout";"Lat Pulldown (Cable)";3;75;kg;8;;;;0;;;9h 4m
2022-01-20 08:22:54;"Morning Workout";"Bicep Curl (Dumbbell)";1;12;kg;8;;;;0;"";"Seated";3h 37m
2022-01-20 08:22:54;"Morning Workout";"Bicep Curl (Dumbbell)";2;16;kg;8;;;;0;;;3h 37m
2022-01-20 08:22:54;"Morning Workout";"Bicep Curl (Dumbbell)";3;16;kg;8;;;;0;;;3h 37m
2022-01-20 08:22:54;"Morning Workout";"Bicep Curl (Dumbbell)";4;16;kg;8;;;;0;;;3h 37m
2022-01-20 08:22:54;"Morning Workout";"Bicep Curl (Dumbbell)";5;16;kg;8;;;;0;;;3h 37m
2022-01-20 08:22:54;"Morning Workout";"Bicep Curl (Dumbbell)";6;16;kg;8;;;;0;;;3h 37m
2022-01-20 08:22:54;"Morning Workout";"Triceps Pushdown (Cable - Straight Bar)";1;21.25;kg;12;;;;0;"";;3h 37m
2022-01-20 08:22:54;"Morning Workout";"Triceps Pushdown (Cable - Straight Bar)";2;33.75;kg;12;;;;0;;;3h 37m
2022-01-20 08:22:54;"Morning Workout";"Triceps Pushdown (Cable - Straight Bar)";3;36.25;kg;12;;;;0;;;3h 37m
2022-01-20 08:22:54;"Morning Workout";"Triceps Pushdown (Cable - Straight Bar)";4;36.25;kg;12;;;;0;;;3h 37m
2022-01-20 08:22:54;"Morning Workout";"Triceps Pushdown (Cable - Straight Bar)";5;38.75;kg;9;;;;0;;;3h 37m
2022-01-20 08:22:54;"Morning Workout";"Triceps Pushdown (Cable - Straight Bar)";6;38.75;kg;9;;;;0;;;3h 37m
2022-01-20 08:22:54;"Morning Workout";"Skullcrusher (Dumbbell)";1;12;kg;12;;;;0;"";;3h 37m
2022-01-20 08:22:54;"Morning Workout";"Skullcrusher (Dumbbell)";2;14;kg;10;;;;0;;;3h 37m
2022-01-20 08:22:54;"Morning Workout";"Skullcrusher (Dumbbell)";3;14;kg;10;;;;0;;;3h 37m
2022-01-20 08:22:54;"Morning Workout";"Skullcrusher (Dumbbell)";4;14;kg;9;;;;0;;;3h 37m
2022-01-20 08:22:54;"Morning Workout";"Skullcrusher (Dumbbell)";5;14;kg;9;;;;0;;;3h 37m
2022-01-20 08:22:54;"Morning Workout";"Reverse Curl (Barbell)";1;19;kg;10;;;;0;"";;3h 37m
2022-01-20 08:22:54;"Morning Workout";"Reverse Curl (Barbell)";2;24;kg;10;;;;0;;;3h 37m
2022-01-20 08:22:54;"Morning Workout";"Reverse Curl (Barbell)";3;24;kg;10;;;;0;;;3h 37m
2022-01-20 08:22:54;"Morning Workout";"Reverse Curl (Barbell)";4;24;kg;10;;;;0;;;3h 37m
2022-01-20 08:22:54;"Morning Workout";"Reverse Curl (Barbell)";5;24;kg;10;;;;0;;;3h 37m
2022-01-20 08:22:54;"Morning Workout";"Reverse Curl (Barbell)";6;24;kg;10;;;;0;;;3h 37m
2022-01-20 08:22:54;"Morning Workout";"Preacher Curl (Barbell)";1;29;kg;10;;;;0;"";;3h 37m
2022-01-20 08:22:54;"Morning Workout";"Preacher Curl (Barbell)";2;34;kg;8;;;;0;;;3h 37m
2022-01-20 08:22:54;"Morning Workout";"Preacher Curl (Barbell)";3;34;kg;6;;;;0;;;3h 37m
2022-01-20 08:22:54;"Morning Workout";"Preacher Curl (Barbell)";4;34;kg;6;;;;0;;;3h 37m
2022-01-20 08:22:54;"Morning Workout";"Triceps Extension";1;21.25;kg;12;;;;0;"";;3h 37m
2022-01-20 08:22:54;"Morning Workout";"Triceps Extension";2;23;kg;8;;;;0;;;3h 37m
2022-01-20 08:22:54;"Morning Workout";"Triceps Extension";3;21.25;kg;10;;;;0;;;3h 37m
2022-01-20 08:22:54;"Morning Workout";"Triceps Extension";4;16.25;kg;6;;;;0;;;3h 37m
2022-01-20 08:22:54;"Morning Workout";"Triceps Extension";5;21.25;kg;10;;;;0;;;3h 37m
2022-01-20 08:22:54;"Morning Workout";"Triceps Extension";6;16.25;kg;6;;;;0;;;3h 37m
2022-01-20 08:22:54;"Morning Workout";"Triceps Extension";7;13.25;kg;6;;;;0;;;3h 37m
2022-01-20 08:22:54;"Morning Workout";"Triceps Extension";8;21.25;kg;10;;;;0;;;3h 37m
2022-01-20 08:22:54;"Morning Workout";"Triceps Extension";9;18;kg;6;;;;0;;;3h 37m
2022-01-20 08:22:54;"Morning Workout";"Triceps Extension";10;16.25;kg;6;;;;0;;;3h 37m
2022-01-20 08:22:54;"Morning Workout";"Triceps Extension";11;14.5;kg;6;;;;0;;;3h 37m
2022-01-21 07:19:46;"Morning Workout";"Reverse Fly (Machine)";1;33;kg;12;;;;0;"";"";4h 8m
2022-01-21 07:19:46;"Morning Workout";"Reverse Fly (Machine)";2;61;kg;15;;;;0;;;4h 8m
2022-01-21 07:19:46;"Morning Workout";"Reverse Fly (Machine)";3;61;kg;15;;;;0;;;4h 8m
2022-01-21 07:19:46;"Morning Workout";"Reverse Fly (Machine)";4;61;kg;15;;;;0;;;4h 8m
2022-01-21 07:19:46;"Morning Workout";"Reverse Fly (Machine)";5;61;kg;11;;;;0;;;4h 8m
2022-01-21 07:19:46;"Morning Workout";"Reverse Fly (Machine)";6;54;kg;4;;;;0;;;4h 8m
2022-01-21 07:19:46;"Morning Workout";"Lateral Raise (Dumbbell)";1;6;kg;12;;;;0;"";;4h 8m
2022-01-21 07:19:46;"Morning Workout";"Lateral Raise (Dumbbell)";2;10;kg;12;;;;0;;;4h 8m
2022-01-21 07:19:46;"Morning Workout";"Lateral Raise (Dumbbell)";3;10;kg;12;;;;0;;;4h 8m
2022-01-21 07:19:46;"Morning Workout";"Lateral Raise (Dumbbell)";4;10;kg;12;;;;0;;;4h 8m
2022-01-21 07:19:46;"Morning Workout";"Lateral Raise (Dumbbell)";5;10;kg;12;;;;0;;;4h 8m
2022-01-21 07:19:46;"Morning Workout";"Chest Press (Machine)";1;30;kg;10;;;;0;"";;4h 8m
2022-01-21 07:19:46;"Morning Workout";"Chest Press (Machine)";2;35;kg;8;;;;0;;;4h 8m
2022-01-21 07:19:46;"Morning Workout";"Chest Press (Machine)";3;50;kg;7;;;;0;;;4h 8m
2022-01-21 07:19:46;"Morning Workout";"Chest Press (Machine)";4;45;kg;7;;;;0;;;4h 8m
2022-01-21 07:19:46;"Morning Workout";"Chest Press (Machine)";5;45;kg;8;;;;0;;;4h 8m
2022-01-21 07:19:46;"Morning Workout";"Chest Press (Machine)";6;45;kg;6;;;;0;;;4h 8m
2022-01-21 07:19:46;"Morning Workout";"Chest Press (Machine)";7;40;kg;3;;;;0;;;4h 8m
2022-01-21 07:19:46;"Morning Workout";"Chest Press (Machine)";8;35;kg;2;;;;0;;;4h 8m
2022-01-21 07:19:46;"Morning Workout";"Chest Dip";1;;;8;;;;0;"";;4h 8m
2022-01-21 07:19:46;"Morning Workout";"Chest Dip";2;;;8;;;;0;;;4h 8m
2022-01-21 07:19:46;"Morning Workout";"Chest Dip";3;;;8;;;;0;;;4h 8m
2022-01-21 07:19:46;"Morning Workout";"Chest Dip";4;;;8;;;;0;;;4h 8m
2022-01-21 07:19:46;"Morning Workout";"Chest Fly";1;61;kg;10;;;;0;"";;4h 8m
2022-01-21 07:19:46;"Morning Workout";"Chest Fly";2;69;kg;12;;;;0;;;4h 8m
2022-01-21 07:19:46;"Morning Workout";"Chest Fly";3;103;kg;8;;;;0;;;4h 8m
2022-01-21 07:19:46;"Morning Workout";"Chest Fly";4;110;kg;7;;;;0;;;4h 8m
2022-01-21 07:19:46;"Morning Workout";"Chest Fly";5;110;kg;8;;;;0;;;4h 8m
2022-01-21 07:19:46;"Morning Workout";"Chest Fly";6;103;kg;7;;;;0;;;4h 8m
2022-01-21 07:19:46;"Morning Workout";"Chest Fly";7;89;kg;4;;;;0;;;4h 8m
2022-01-21 07:19:46;"Morning Workout";"Chest Fly";8;75;kg;2;;;;0;;;4h 8m
2022-01-21 07:19:46;"Morning Workout";"Chest Fly";9;66;kg;2;;;;0;;;4h 8m
2022-01-21 07:19:46;"Morning Workout";"Shoulder Press (Machine)";1;30;kg;8;;;;0;"";;4h 8m
2022-01-21 07:19:46;"Morning Workout";"Shoulder Press (Machine)";2;40;kg;8;;;;0;;;4h 8m
2022-01-21 07:19:46;"Morning Workout";"Shoulder Press (Machine)";3;40;kg;8;;;;0;;;4h 8m
2022-01-21 07:19:46;"Morning Workout";"Shoulder Press (Machine)";4;40;kg;7;;;;0;;;4h 8m
2022-01-21 07:19:46;"Morning Workout";"Shoulder Press (Machine)";5;35;kg;5;;;;0;;;4h 8m
2022-01-21 07:19:46;"Morning Workout";"Shoulder Press (Machine)";6;30;kg;5;;;;0;;;4h 8m
2022-01-21 07:19:46;"Morning Workout";"Triceps Extension";1;23.75;kg;10;;;;0;"";;4h 8m
2022-01-21 07:19:46;"Morning Workout";"Triceps Extension";2;31.25;kg;8;;;;0;;;4h 8m
2022-01-21 07:19:46;"Morning Workout";"Triceps Extension";3;33.75;kg;9;;;;0;;;4h 8m
2022-01-21 07:19:46;"Morning Workout";"Triceps Extension";4;33.75;kg;8;;;;0;;;4h 8m
2022-01-21 07:19:46;"Morning Workout";"Triceps Extension";5;33.75;kg;8;;;;0;;;4h 8m
2022-01-21 07:19:46;"Morning Workout";"Pullover (Machine)";1;16.25;kg;10;;;;0;"";;4h 8m
2022-01-21 07:19:46;"Morning Workout";"Pullover (Machine)";2;16.25;kg;10;;;;0;;;4h 8m
2022-01-21 07:19:46;"Morning Workout";"Pullover (Machine)";3;16.25;kg;10;;;;0;;;4h 8m
2022-01-21 07:19:46;"Morning Workout";"Pullover (Machine)";4;16.25;kg;10;;;;0;;;4h 8m
2022-01-22 08:14:52;"Morning Workout";"Bent Over Row (Barbell)";1;40;kg;8;;;;0;"";"";15h 49m
2022-01-22 08:14:52;"Morning Workout";"Bent Over Row (Barbell)";2;60;kg;8;;;;0;;;15h 49m
2022-01-22 08:14:52;"Morning Workout";"Bent Over Row (Barbell)";3;70;kg;8;;;;0;;;15h 49m
2022-01-22 08:14:52;"Morning Workout";"Bent Over Row (Barbell)";4;80;kg;7;;;;0;;;15h 49m
2022-01-22 08:14:52;"Morning Workout";"Bent Over Row (Barbell)";5;75;kg;8;;;;0;;;15h 49m
2022-01-22 08:14:52;"Morning Workout";"Bent Over Row (Barbell)";6;75;kg;8;;;;0;;;15h 49m
2022-01-22 08:14:52;"Morning Workout";"Bent Over Row (Barbell)";7;80;kg;8;;;;0;;;15h 49m
2022-01-22 08:14:52;"Morning Workout";"Seated Row (Machine)";1;30;kg;10;;;;0;"";;15h 49m
2022-01-22 08:14:52;"Morning Workout";"Seated Row (Machine)";2;40;kg;10;;;;0;;;15h 49m
2022-01-22 08:14:52;"Morning Workout";"Seated Row (Machine)";3;40;kg;10;;;;0;;;15h 49m
